month,year,county,num_retailers,num_returns,gross_sales,retail_sales,state_net_taxable_sales,state_sales_tax
12,2019,Chaffee,,5532,94379000,66938000,36230000,1018000
6,2019,Jefferson,,37294,2245013000,1733934000,853715000,24050000
1,2019,Saguache,,948,6608000,5764000,2345000,66000
9,2015,Clear Creek,,1660,26235,21215,9816,276
9,2020,Costilla,,1461,6293000,5568000,2316000,
10,2020,Eagle,,16474,271984000,237264000,144831000,
12,2018,Bent,,1596,4937000,4546000,2163000,61000
4,2017,Sedgwick,,625,4040000,3723000,1387000,39000
11,2019,Larimer,,23241,1186877000,961481000,557776000,15704000
9,2016,Clear Creek,,1820,24828000,20654000,10610000,298000
1,2019,Teller,,2460,36269000,33154000,18607000,533000
12,2015,Elbert,,2095,70202,32546,12172,342
8,2018,Morgan,,2517,98767000,82315000,34485000,968000
2,2017,Garfield,,4338,208060000,187951000,83587000,2349000
10,2019,Logan,,3381,104778000,56745000,26818000,754000
7,2020,Yuma,,3238,61537000,52789000,15450000,
10,2020,Arapahoe,,41929,2563612000,1980514000,1160269000,
1,2019,Arapahoe,,20990,1975304000,1498771000,868805000,24436000
4,2017,Rio Blanco,,905,21928000,13276000,5366000,151000
6,2015,Park,,1604,17889,16788,8435,237
8,2019,Summit,,8335,226523000,203706000,132901000,3731000
10,2015,Las Animas,,1292,30656,25945,14259,400
1,2019,Routt,,3134,134464000,124172000,75803000,2129000
2,2019,Dolores,,448,4454000,2042000,1344000,38000
5,2015,Montrose,,2006,92654,81358,43243,1215
3,2018,Lake,,996,11479000,11033000,5938000,168000
4,2017,Rio Grande,,1406,22565000,21247000,6597000,185000
10,2016,Weld,,13596,1000322000,742967000,378946000,10659000
6,2018,Fremont,,3151,105521000,86891000,39036000,1103000
10,2019,Hinsdale,,521,2285000,2059000,1290000,36000
10,2015,Saguache,,794,6481,6358,2348,66
6,2016,Montezuma,,2020,74919000,61761000,31686000,900000
8,2016,Huerfano,,911,10774000,10351000,4161000,117000
3,2018,Chaffee,,2664,62481000,57975000,30609000,863000
5,2018,Grand,,3018,36310000,34557000,21916000,615000
7,2018,Saguache,,1016,9922000,9279000,2839000,80000
9,2020,Crowley,,1357,5855000,4284000,2263000,
10,2020,Broomfield,,6145,281151000,212499000,126419000,
3,2020,Pitkin,,6448,142717000,132939000,83985000,
10,2020,Montrose,,6465,145064000,124225000,69944000,
8,2016,Montezuma,,1681,68064000,53565000,29667000,849000
3,2018,Pueblo,,5474,555804000,429121000,193043000,5426000
6,2015,Gilpin,,853,13392,11376,6763,248
9,2015,Kit Carson,,1267,49899,41471,9509,267
6,2018,Sedgwick,,738,7708000,7345000,1568000,44000
9,2018,Eagle,,7718,235967000,222259000,132030000,3717000
8,2017,Arapahoe,,15419,2142058000,1687645000,979803000,27561000
6,2019,Bent,,987,4495000,3898000,2000000,56000
3,2018,Hinsdale,,380,817000,793000,459000,13000
8,2018,Dolores,,496,4942000,2676000,1550000,43000
10,2016,Dolores,,405,5549000,2482000,1169000,33000
7,2016,Saguache,,843,8215000,7846000,2455000,69000
12,2015,Routt,,3071,158853,134211,75000,2107
5,2017,Costilla,,709,2933000,2800000,1432000,40000
5,2017,Lincoln,,1027,19419000,18069000,6399000,180000
5,2019,Mineral,,545,2529000,2199000,1574000,44000
5,2015,Huerfano,,817,8718,8290,3181,88
5,2017,Kit Carson,,1268,37541000,34862000,7904000,222000
9,2017,El Paso,,19025,2073041000,1667122000,877482000,24699000
6,2015,Weld,,14845,1384224,999670,437338,12330
2,2020,Routt,,5425,162400000,150704000,88381000,
10,2020,Baca,,1774,10594000,9642000,5080000,
3,2019,Yuma,,2073,37065000,32022000,10603000,298000
6,2017,Grand,,3786,58846000,57065000,36914000,1037000
6,2020,Saguache,,2200,13105000,12128000,4603000,
10,2020,Pitkin,,7334,149150000,139964000,88687000,
2,2020,Archuleta,,2424,32190000,29892000,16891000,
10,2020,Teller,,5931,64851000,56765000,34043000,
6,2020,Chaffee,,6129,91463000,79492000,46450000,
10,2020,Boulder,,31698,1446231000,1111503000,552788000,
2,2017,Grand,,2735,59744000,58079000,30384000,853000
10,2017,Delta,,2470,47514000,42473000,22781000,640000
2,2020,Mesa,,11706,574852000,502549000,206803000,
10,2020,Logan,,4367,68692000,59548000,26558000,
7,2015,Phillips,,656,12239,10857,3177,89
12,2015,Alamosa,,1274,79045,53648,25810,725
9,2019,Alamosa,,2947,62466000,48505000,25480000,720000
12,2018,Denver,,24738,13905245000,3631816000,1629539000,46083000
9,2015,Chaffee,,2221,62398,55946,30218,848
7,2016,Mesa,,4855,407900000,362859000,198599000,5589000
6,2017,Archuleta,,1466,37349000,35641000,22317000,626000
5,2017,Pueblo,,3973,665485000,321142000,187860000,5281000
8,2020,Phillips,,1904,20602000,13489000,4426000,
10,2020,Bent,,1230,9280000,8642000,3057000,
12,2018,Kiowa,,1777,7747000,4356000,901000,25000
12,2016,La Plata,,3950,272266000,225516000,93177000,2620000
5,2019,Broomfield,,4137,251542000,208912000,121922000,3451000
12,2015,Mineral,,342,5129,5021,1454,41
2,2018,Park,,1722,12351000,11898000,4972000,140000
6,2015,Moffat,,1327,39538,34331,17754,498
10,2019,San Juan,,505,2597000,2401000,1841000,52000
9,2018,Broomfield,,2989,337245000,222812000,108773000,3086000
9,2019,Lincoln,,1990,28202000,25692000,9970000,280000
1,2017,Costilla,,675,2096000,2074000,954000,27000
1,2018,Garfield,,4626,239567000,221373000,87643000,2464000
8,2020,Rio Blanco,,2403,30564000,18656000,7693000,
10,2020,Jackson,,943,7675000,6707000,2111000,
8,2017,Delta,,2413,57946000,51690000,23055000,647000
4,2017,Prowers,,1276,24480000,21929000,10380000,291000
7,2019,Washington,,1491,10886000,8086000,2968000,83000
4,2017,Arapahoe,,15128,1951720000,1556099000,907957000,25519000
4,2018,Prowers,,1371,27058000,23799000,10481000,296000
12,2018,Dolores,,1214,9806000,4340000,1423000,40000
5,2015,Custer,,613,4741,4455,2171,61
8,2018,Hinsdale,,367,3550000,3507000,2547000,71000
8,2018,Delta,,2567,51092000,44849000,24013000,675000
4,2020,Rio Grande,,3375,29672000,24468000,9941000,
10,2020,Huerfano,,2389,15593000,13623000,6425000,
12,2015,Grand,,3299,85326,75469,38060,1069
11,2017,Arapahoe,,15603,2106522000,1651626000,946389000,26641000
6,2016,Mineral,,365,3599000,3504000,2674000,75000
1,2020,Denver,,15465,4367525000,2540179000,1323493000,
10,2020,Custer,,2008,11336000,9973000,5435000,
4,2017,Mesa,,5265,419346000,352512000,211846000,5961000
10,2016,Garfield,,4121,239122000,215452000,100329000,2816000
3,2015,Bent,,539,4060,3761,1440,40
3,2017,Kit Carson,,1427,39501000,33722000,7671000,215000
12,2016,Lake,,928,32825000,13962000,5382000,151000
5,2019,Weld,,27899,1390558000,1114560000,569508000,16033000
6,2020,Custer,,2094,11215000,8673000,5813000,
10,2020,Lincoln,,2398,24465000,21971000,8671000,
6,2019,Grand,,6246,76899000,69549000,47849000,1344000
6,2018,Boulder,,16597,1751607000,1243674000,496973000,14010000
6,2015,Jackson,,480,2539,2443,1438,40
8,2018,Logan,,1856,62369000,54839000,24289000,682000
10,2017,Montrose,,2412,101414000,92193000,50557000,1422000
7,2017,Broomfield,,2007,258872000,225643000,101652000,2878000
8,2017,Otero,,1685,56717000,46596000,13103000,368000
8,2020,Jackson,,925,4041000,3482000,2157000,
10,2020,Chaffee,,6027,77111000,68082000,40451000,
8,2015,Boulder,,9458,1042288,770966,461935,13012
2,2017,Larimer,,9887,800859000,688215000,382141000,10753000
9,2019,Archuleta,,3191,54325000,40996000,24523000,690000
8,2018,Montrose,,2506,117202000,107105000,56887000,1604000
5,2017,Gunnison,,2172,43748000,41774000,18770000,527000
2,2015,La Plata,,2495,175966,123527,57479,1616
6,2015,Delta,,2681,66354,54089,23211,653
5,2019,Jefferson,,28005,1948302000,1648186000,803087000,22591000
8,2019,Jefferson,,34330,2108765000,1766135000,850444000,23927000
9,2018,Conejos,,1259,9739000,8443000,4310000,121000
2,2020,Moffat,,2376,34695000,30717000,16602000,
10,2020,Crowley,,1312,8533000,7447000,2004000,
1,2017,Gunnison,,2084,56296000,54417000,22747000,639000
3,2017,Mineral,,396,5112000,5068000,1454000,41000
4,2019,Baca,,1061,10482000,9239000,2317000,65000
7,2020,El Paso,,28896,2354913000,1929624000,1124517000,
10,2020,Weld,,43344,1293943000,1030502000,515191000,
7,2016,Bent,,535,3867000,3634000,1445000,41000
3,2015,Rio Blanco,,924,27688,21255,9068,254
2,2016,Archuleta,,938,20040000,19336000,12124000,341000
9,2018,Park,,2273,21074000,20140000,10593000,297000
9,2020,Pueblo,,11795,664007000,476612000,231069000,
10,2020,Ouray,,2679,20480000,19199000,11320000,
7,2020,Archuleta,,3109,50565000,46009000,30369000,
10,2020,La Plata,,8357,226496000,192313000,111263000,
4,2017,Jackson,,547,2741000,2685000,1130000,32000
11,2015,Lake,,634,7796,7478,3464,98
9,2019,El Paso,,31295,2598087000,2017733000,1000833000,28168000
11,2019,Logan,,3461,63249000,53531000,25225000,711000
3,2020,Mineral,,592,3716000,3590000,1303000,
10,2020,Archuleta,,3218,46927000,43015000,27754000,
9,2016,Summit,,5722,162523000,156315000,98297000,2763000
1,2016,Routt,,2184,109997000,103364000,61407000,1725000
4,2015,Custer,,607,4267,3976,1916,55
8,2018,Mesa,,5653,502165000,403148000,239180000,6729000
6,2017,Fremont,,2961,99644000,79603000,37897000,1071000
12,2017,Bent,,696,4244000,4007000,1530000,44000
9,2016,Cheyenne,,610,18610000,8098000,2938000,82000
6,2015,Hinsdale,,351,2853,2763,1782,50
5,2015,Logan,,1410,54702,48271,23109,651
5,2018,Douglas,,11023,1128506000,896807000,526744000,14813000
8,2019,Sedgwick,,978,7113000,6303000,1697000,48000
7,2017,El Paso,,12740,1745120000,1487413000,901104000,25367000
12,2018,Alamosa,,2591,72471000,52090000,25324000,711000
7,2015,Gunnison,,1923,125011,122322,37772,1060
11,2018,Fremont,,2717,72843000,60174000,29256000,828000
6,2015,Crowley,,515,2632,2568,1221,34
5,2017,Teller,,1868,35922000,34292000,18986000,543000
11,2019,Morgan,,4832,102599000,84812000,39676000,1113000
12,2016,Broomfield,,2976,626332000,342731000,132428000,3736000
6,2016,Dolores,,439,6847000,2996000,1476000,41000
7,2017,Saguache,,945,9223000,8847000,2663000,75000
3,2015,Gilpin,,831,12209,10502,6120,236
10,2016,Crowley,,536,2505000,2314000,1166000,33000
6,2018,Yuma,,1650,58872000,47572000,12866000,362000
4,2020,Kiowa,,824,4634000,3724000,1117000,
10,2020,Fremont,,7031,111615000,91922000,46414000,
9,2015,Lake,,806,12315,11773,6136,173
5,2017,Grand,,2793,33400000,31620000,18708000,525000
6,2018,Eagle,,7587,228359000,214614000,135970000,3828000
10,2019,Saguache,,1672,12082000,10715000,4412000,124000
6,2020,Arapahoe,,43654,2932970000,2213745000,1196719000,
10,2020,Jefferson,,40795,2148189000,1831933000,890603000,
7,2017,Eagle,,5724,237333000,223061000,154333000,4346000
2,2017,Dolores,,437,4029000,1874000,1061000,30000
2,2018,Chaffee,,2005,43732000,40270000,21781000,611000
1,2018,Morgan,,2391,74156000,62474000,29487000,827000
8,2020,Gunnison,,5799,80697000,72101000,46933000,
10,2020,Lake,,2300,19976000,18089000,9075000,
5,2016,Cheyenne,,545,7278000,5702000,2570000,72000
12,2019,San Miguel,,4325,64824000,57932000,42637000,1198000
4,2020,Clear Creek,,3194,19484000,14147000,7630000,
10,2020,Gilpin,,2293,17257000,15405000,10086000,
9,2016,Conejos,,1061,8989000,7420000,4177000,118000
9,2020,Boulder,,36002,1868903000,1437930000,548694000,
10,2020,Mineral,,787,5388000,5164000,1886000,
7,2016,Conejos,,935,8053000,6802000,4263000,122000
5,2020,San Juan,,566,1231000,1136000,703000,
10,2020,Conejos,,2343,16892000,14912000,6527000,
10,2017,Jackson,,579,4284000,4129000,2098000,59000
7,2020,Prowers,,2927,38606000,33110000,14510000,
10,2020,Alamosa,,3374,58164000,49231000,27916000,
1,2016,Douglas,,8808,774670000,675658000,365027000,10264000
2,2017,Hinsdale,,282,645000,614000,284000,8000
12,2015,Kit Carson,,1292,61819,43063,9371,263
6,2015,Morgan,,2292,97121,76902,34616,972
8,2017,Boulder,,11052,1107594000,864240000,476483000,13421000
8,2015,Delta,,2079,49110,44015,21923,617
5,2017,Baca,,839,7439000,7222000,3621000,102000
1,2019,Jefferson,,20457,1680768000,1442886000,643915000,18127000
1,2016,Alamosa,,1072,40982000,37240000,16321000,458000
8,2019,Yuma,,2773,55369000,50061000,13093000,368000
3,2018,Montrose,,3083,132818000,114733000,52349000,1474000
10,2019,Summit,,7736,183826000,165499000,103441000,2906000
4,2016,El Paso,,11481,1513674000,1249499000,730159000,20543000
8,2018,Rio Grande,,1527,31418000,29609000,12102000,340000
3,2015,Grand,,3071,67117,62541,32701,920
10,2016,Custer,,690,5069000,4798000,2490000,70000
3,2020,Delta,,6194,67628000,57382000,26810000,
10,2020,Adams,,37005,2898329000,2119147000,918039000,
11,2016,San Juan,,308,544000,539000,323000,9000
12,2015,Lake,,844,29421,17295,5702,160
4,2015,Yuma,,1124,33942,23762,9501,267
11,2016,Douglas,,9268,1244434000,953189000,491491000,13814000
7,2015,Hinsdale,,284,4485,4406,3191,89
3,2017,Las Animas,,1734,32165000,30558000,17330000,486000
8,2020,Pitkin,,7335,187239000,177388000,112998000,
10,2020,Rio Blanco,,2465,32775000,23561000,7986000,
12,2016,Phillips,,862,35352000,19275000,3305000,93000
4,2017,Gilpin,,839,9613000,8844000,5768000,230000
5,2018,Larimer,,10894,1051330000,861971000,527302000,14843000
7,2015,Delta,,2086,49260,44371,22457,631
11,2018,Park,,1950,14273000,13654000,6407000,180000
10,2017,Grand,,2880,38599000,37159000,23294000,654000
1,2017,Kit Carson,,1247,22787000,21522000,6152000,173000
4,2016,Rio Grande,,1269,20140000,19313000,6661000,187000
8,2017,Montrose,,2374,106670000,98951000,54679000,1540000
10,2017,Custer,,780,5340000,5018000,2518000,71000
1,2020,Park,,3697,19932000,18039000,10088000,
10,2020,Delta,,7044,64647000,55327000,31176000,
4,2019,Saguache,,1211,13208000,12013000,2902000,82000
8,2015,Morgan,,1946,79375,70784,32012,898
5,2018,Archuleta,,1133,27291000,26341000,15502000,435000
1,2019,Kiowa,,400,3695000,3266000,864000,24000
11,2016,Baca,,794,4950000,4732000,1919000,54000
8,2016,Mineral,,339,4491000,4398000,3580000,100000
6,2016,Boulder,,14492,1501226000,1081979000,470039000,13214000
3,2019,Rio Blanco,,1376,43788000,16902000,7448000,209000
11,2018,Las Animas,,1850,32402000,30188000,15033000,422000
8,2018,Boulder,,11779,1184775000,931483000,523611000,14736000
11,2019,Rio Blanco,,1919,33443000,15759000,8559000,241000
1,2019,Broomfield,,2952,208380000,153288000,98766000,2799000
12,2015,Custer,,812,7847,6950,2510,71
2,2016,Prowers,,1132,21582000,18412000,9132000,256000
4,2020,Montrose,,5615,109608000,93815000,50345000,
10,2020,Saguache,,2224,11951000,10866000,4808000,
2,2020,Logan,,3560,63579000,55063000,23472000,
10,2020,Kit Carson,,3074,38969000,34728000,10892000,
3,2019,Larimer,,20628,1515206000,1087621000,521436000,14673000
11,2017,Montrose,,2398,96355000,88076000,47577000,1338000
12,2016,Conejos,,1107,11469000,8340000,3050000,86000
5,2017,Dolores,,441,5423000,2384000,1174000,33000
7,2018,Routt,,2680,107040000,98251000,66963000,1881000
5,2016,Elbert,,1578,24234000,22211000,11038000,310000
10,2019,Sedgwick,,988,5742000,5057000,1628000,46000
12,2017,Huerfano,,1269,14402000,11872000,4421000,124000
11,2017,Rio Blanco,,958,37319000,16886000,8597000,241000
12,2016,Pueblo,,5535,861769000,438024000,207072000,5821000
11,2016,Kiowa,,430,3544000,3468000,705000,20000
9,2020,Kit Carson,,3093,52383000,38055000,12336000,
10,2020,Summit,,10179,214049000,199123000,125214000,
9,2015,Bent,,551,4057,3855,1476,41
12,2018,Broomfield,,4942,625842000,478889000,151913000,4294000
3,2019,Moffat,,1866,37579000,32141000,15995000,449000
10,2018,Washington,,976,5836000,5299000,1902000,53000
1,2018,Crowley,,605,2689000,2592000,1189000,34000
8,2016,Elbert,,1631,23021000,21261000,10433000,293000
4,2018,Douglas,,11015,1138579000,879731000,471671000,13263000
6,2020,Eagle,,16726,255786000,222448000,133257000,
10,2020,Moffat,,2998,50287000,44059000,22591000,
1,2019,Rio Blanco,,1009,40696000,16737000,9126000,256000
9,2017,Mineral,,421,3917000,3830000,2634000,74000
9,2016,San Juan,,414,5135000,4654000,3866000,108000
6,2017,Boulder,,15675,1744486000,1276273000,492116000,13855000
2,2016,Moffat,,1133,27640000,24421000,13367000,376000
3,2016,La Plata,,3519,216636000,167636000,76173000,2141000
9,2018,Arapahoe,,22831,2865894000,2049191000,1040488000,29281000
11,2016,Alamosa,,1131,41077000,36006000,19812000,556000
5,2018,Arapahoe,,16160,2243434000,1732446000,1015015000,28545000
8,2017,Moffat,,1310,35965000,31211000,17003000,477000
4,2018,Yuma,,1445,42708000,36367000,9056000,254000
9,2020,Jefferson,,46208,2575929000,2218554000,891244000,
10,2020,Las Animas,,3589,45981000,41644000,17576000,
10,2019,Rio Blanco,,1836,35876000,19624000,10928000,307000
3,2016,Kiowa,,433,2007000,1940000,516000,15000
10,2018,Archuleta,,1169,28638000,27453000,15743000,442000
12,2015,Mesa,,6951,726860,477937,228762,6444
5,2018,Fremont,,2558,83196000,67856000,35188000,994000
4,2019,Gunnison,,3142,42890000,38541000,18467000,518000
8,2017,Washington,,837,7565000,7104000,1832000,51000
5,2015,Arapahoe,,13081,2246758,1711356,938858,26385
10,2017,Kiowa,,501,4288000,4218000,786000,22000
8,2016,Archuleta,,987,30814000,29804000,19153000,539000
2,2018,Fremont,,2517,60211000,50765000,24728000,699000
7,2018,Morgan,,2495,101160000,85199000,37110000,1041000
12,2018,Yuma,,3632,100544000,31463000,11313000,318000
11,2016,Park,,1440,12777000,12165000,5910000,166000
9,2018,Alamosa,,1518,80042000,70837000,23554000,661000
11,2018,Saguache,,1067,6503000,6262000,2465000,69000
4,2018,Eagle,,6083,160963000,149954000,94031000,2645000
2,2017,Custer,,730,4273000,4096000,1701000,48000
10,2016,Summit,,3875,125999000,119002000,70974000,1995000
3,2020,Yuma,,3067,38458000,31947000,11339000,
10,2020,Montezuma,,5411,72626000,64755000,35128000,
3,2019,San Juan,,333,1664000,1494000,1092000,31000
3,2018,Ouray,,1070,9078000,8731000,4141000,116000
1,2018,Sedgwick,,659,3688000,3487000,1110000,31000
8,2015,Summit,,3688,158008,150708,97162,2728
9,2016,Moffat,,1422,36773000,32936000,17931000,503000
12,2019,Cheyenne,,1222,15557000,14405000,6058000,170000
6,2017,Saguache,,1050,10551000,10109000,2957000,83000
3,2018,Montezuma,,2330,70498000,56938000,25984000,749000
12,2016,Bent,,629,4370000,4170000,1619000,45000
2,2018,Alamosa,,1293,38709000,34927000,17515000,492000
12,2016,Dolores,,470,5989000,2323000,1243000,35000
6,2015,Elbert,,1899,32233,26436,11615,326
9,2020,Broomfield,,7060,352393000,240863000,125911000,
10,2020,Morgan,,6181,103093000,87398000,38231000,
7,2020,Rio Blanco,,2335,28473000,17445000,8607000,
10,2020,Pueblo,,10693,534713000,438717000,223937000,
1,2015,Costilla,,562,1924,1887,999,28
3,2016,Otero,,1743,67213000,58650000,12793000,359000
7,2016,Summit,,3886,177081000,170878000,114443000,3214000
9,2020,Montezuma,,5676,81711000,72339000,37700000,
10,2020,Otero,,4417,61122000,50456000,16740000,
12,2017,Logan,,2134,196064000,78798000,25390000,715000
1,2020,Conejos,,1800,9944000,6749000,3574000,
10,2020,Gunnison,,5712,72229000,63306000,34835000,
2,2020,Dolores,,761,4655000,2214000,1473000,
10,2020,Yuma,,3390,41798000,34460000,14957000,
2,2015,Alamosa,,1017,38441,35350,15889,446
2,2020,Teller,,4266,48029000,42495000,23781000,
10,2020,San Miguel,,4491,53534000,49343000,27401000,
1,2018,Pitkin,,2820,177980000,175086000,126435000,3558000
10,2015,Mineral,,300,1785,1719,909,26
5,2019,Rio Blanco,,1498,38054000,16859000,8730000,245000
11,2019,Rio Grande,,2905,23144000,20044000,9658000,271000
5,2016,Ouray,,744,5854000,5742000,3876000,109000
2,2018,Rio Grande,,1483,18174000,16892000,6431000,181000
1,2020,Teller,,4301,46808000,41600000,25529000,
10,2020,Phillips,,1948,22687000,17688000,4543000,
10,2018,Yuma,,1524,35410000,32381000,10312000,289000
12,2016,Garfield,,5387,312974000,274488000,121655000,3417000
4,2020,Phillips,,1817,17421000,14510000,4070000,
10,2020,San Juan,,658,4864000,4673000,2149000,
4,2018,San Miguel,,1689,15549000,14884000,9092000,257000
9,2017,La Plata,,3912,228551000,192695000,94189000,2649000
7,2019,Las Animas,,2829,43023000,38557000,18941000,532000
4,2016,Phillips,,674,10654000,8934000,2559000,72000
6,2018,Lincoln,,1265,26231000,24885000,8485000,238000
1,2015,Boulder,,9197,954216,731380,380240,10720
7,2020,Hinsdale,,846,6042000,5670000,4308000,
10,2020,Garfield,,12776,311786000,277667000,130640000,
8,2019,Arapahoe,,33842,2529912000,1926440000,1130984000,31804000
9,2020,Delta,,7437,74165000,61008000,31259000,
10,2020,Rio Grande,,3747,42964000,30798000,14220000,
11,2015,Lincoln,,877,14627,14016,4885,137
8,2019,Huerfano,,2017,17185000,15045000,6195000,174000
2,2020,Yuma,,2798,35255000,30367000,9647000,
10,2020,Clear Creek,,3774,33274000,27442000,13654000,
7,2015,Kiowa,,385,3597,3458,621,18
1,2017,Teller,,1807,31959000,30545000,15896000,454000
4,2016,Teller,,1667,33139000,31694000,17724000,510000
9,2015,Alamosa,,1228,69836,62453,22798,640
5,2017,Rio Grande,,1407,25130000,23689000,8461000,238000
6,2019,Delta,,5570,69956000,57141000,29503000,829000
11,2019,Prowers,,2444,35315000,30897000,13894000,390000
10,2018,Elbert,,2072,27412000,25007000,13276000,373000
3,2015,Summit,,5167,235716,229042,162231,4553
3,2016,Chaffee,,2270,52984000,47326000,25322000,711000
6,2019,Huerfano,,1951,17667000,14573000,6672000,187000
5,2020,Montezuma,,4966,69526000,63122000,34152000,
10,2020,Hinsdale,,778,4179000,3962000,1353000,
3,2017,Bent,,641,3724000,3500000,1371000,38000
11,2016,Eagle,,5252,153012000,142488000,90321000,2546000
1,2019,Bent,,603,3954000,3657000,1506000,42000
12,2019,El Paso,,31223,3358114000,2671460000,1118137000,31448000
7,2016,Moffat,,1172,42728000,38569000,16774000,471000
3,2015,Broomfield,,2292,338332,220182,95141,2707
10,2018,Montrose,,2562,114146000,101862000,54060000,1526000
3,2016,Rio Blanco,,978,22500000,13116000,5835000,164000
5,2015,Ouray,,716,5482,5360,3581,100
8,2018,Alamosa,,1314,53091000,47687000,25274000,709000
4,2016,Saguache,,829,9890000,9601000,1930000,54000
12,2019,Douglas,,30797,2146747000,1410002000,767067000,21554000
6,2018,Park,,2174,20330000,19334000,10536000,296000
12,2018,La Plata,,6840,303975000,240130000,96140000,2698000
11,2016,Prowers,,1205,22635000,20163000,10287000,289000
11,2015,Adams,,11187,2139041,1568094,630972,18106
9,2019,Prowers,,2641,48456000,35262000,13699000,384000
3,2017,Weld,,17785,1456489000,1005291000,468890000,13198000
5,2018,Yuma,,1438,47619000,34407000,9983000,280000
9,2019,Fremont,,6382,106891000,81823000,40691000,1147000
6,2016,Costilla,,702,3743000,3638000,1478000,41000
9,2017,Elbert,,2316,37189000,30764000,17238000,484000
8,2018,Kiowa,,538,3954000,3868000,834000,23000
11,2019,Park,,3835,20290000,18680000,11219000,315000
11,2017,Otero,,1736,53515000,43903000,12425000,349000
4,2019,Grand,,3952,49695000,45883000,26339000,740000
2,2018,Cheyenne,,651,6060000,3627000,1621000,46000
2,2017,Cheyenne,,591,6304000,3876000,2123000,60000
12,2018,Rio Blanco,,2260,92550000,72229000,10171000,285000
5,2018,Weld,,16520,1348189000,936308000,519983000,14642000
7,2015,Gilpin,,707,9483,9163,6579,247
11,2016,Otero,,1574,39544000,31567000,11962000,336000
1,2019,Fremont,,3089,64896000,54030000,26659000,754000
7,2015,Kit Carson,,1094,48875,43283,9923,279
2,2020,Boulder,,25670,1216439000,1008638000,465593000,
10,2020,Denver,,16658,4225822000,2611076000,1300663000,
5,2020,Crowley,,1269,4365000,3526000,2130000,
10,2020,Kiowa,,931,5781000,5222000,1440000,
7,2019,Baca,,1387,12083000,9970000,2543000,71000
5,2016,Rio Grande,,1295,23678000,22702000,7371000,207000
11,2017,Lincoln,,1083,18549000,17232000,5735000,162000
4,2018,Gunnison,,2342,45732000,43383000,16836000,472000
2,2020,Costilla,,1105,3368000,3042000,1363000,
10,2020,Sedgwick,,1237,10613000,9796000,1918000,
12,2015,Rio Blanco,,963,80160,67065,9159,257
1,2018,Elbert,,1891,24196000,23012000,10863000,305000
12,2017,Garfield,,5896,334327000,302270000,121207000,3406000
1,2019,Eagle,,7536,303021000,283243000,215529000,6079000
1,2017,Delta,,2294,38820000,35003000,16867000,474000
8,2017,Conejos,,1041,8333000,7408000,4470000,126000
6,2018,Archuleta,,1560,37802000,36596000,21107000,592000
10,2017,Weld,,15786,1220498000,854754000,475569000,13376000
8,2016,Gunnison,,2032,65882000,63816000,34033000,955000
2,2018,Morgan,,2429,74381000,61316000,27838000,781000
4,2017,Huerfano,,988,8849000,8513000,3098000,87000
4,2020,San Miguel,,3545,17475000,15816000,9136000,
10,2020,Douglas,,33034,1527752000,1126927000,646962000,
10,2017,Kit Carson,,1306,31382000,29239000,7413000,209000
6,2016,Rio Grande,,1520,47409000,41240000,11025000,310000
5,2015,Costilla,,569,2392,2303,1122,31
4,2016,Huerfano,,870,7631000,7193000,2917000,82000
1,2019,Gunnison,,2663,51048000,47488000,27302000,767000
9,2018,Gunnison,,3102,88931000,80620000,36710000,1030000
6,2016,Conejos,,1038,8257000,7334000,4432000,125000
12,2015,Larimer,,14618,2279293,1220650,514728,14521
6,2016,San Miguel,,1741,31533000,29900000,21364000,601000
12,2015,Saguache,,944,6404,5639,2202,62
6,2017,Denver,,18589,4155876000,2670654000,1513755000,42796000
5,2015,Mineral,,297,1637,1525,997,28
9,2017,Phillips,,911,11776000,10634000,3381000,95000
10,2018,Garfield,,4911,289070000,265514000,118445000,3324000
11,2019,Sedgwick,,988,5707000,5047000,1688000,47000
2,2020,Baca,,1429,8180000,7341000,2300000,
10,2020,Dolores,,1102,8183000,3708000,2650000,
5,2019,Kiowa,,578,5820000,4646000,1237000,35000
11,2017,Delta,,2457,45724000,40915000,21261000,598000
7,2016,Otero,,1537,42181000,33584000,12340000,346000
7,2015,Montezuma,,1557,80257,68778,36210,1031
8,2018,Park,,1815,17084000,16463000,9123000,256000
2,2019,Ouray,,1087,6766000,6387000,3702000,104000
1,2018,Bent,,615,3571000,3434000,1424000,40000
4,2019,Morgan,,3595,115504000,90722000,40210000,1129000
8,2015,Costilla,,590,3049,2967,1372,38
2,2019,Saguache,,992,6427000,5658000,2374000,67000
1,2018,San Juan,,344,975000,966000,552000,16000
1,2020,Larimer,,23750,1091408000,873919000,490819000,
10,2020,Larimer,,29567,1336843000,1070078000,602707000,
7,2016,Sedgwick,,566,5830000,4985000,1659000,47000
11,2015,Routt,,2143,60777,55744,34010,955
2,2017,Moffat,,1265,25487000,22758000,11833000,332000
6,2017,Adams,,17488,3148024000,2197665000,840906000,24143000
4,2020,Pitkin,,5790,55181000,50901000,28089000,
10,2020,Routt,,7180,123271000,107041000,68593000,
1,2017,Prowers,,1244,22918000,20039000,9221000,259000
6,2020,San Miguel,,4498,38567000,33981000,22335000,
10,2020,Prowers,,2994,38342000,33122000,14333000,
12,2018,Lake,,2015,15638000,13464000,7012000,197000
